"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,211,"ZAF","South Africa","SOUTH AFRICA","South Africa","South Africa","","Union of South Africa|Zuid Afrika","","Afrique du Sud ","Sudáfrica ","<U+042E><U+0436><U+043D><U+043E>-<U+0410><U+0444><U+0440><U+0438><U+043A><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> (<U+042E><U+0410><U+0420>)","<U+062C><U+0646><U+0648><U+0628> <U+0623><U+0641><U+0631><U+064A><U+0642><U+064A><U+0627>","<U+5357><U+975E> ","","Cape Colony|Natal|Orange Free State|Transvaal","South Africa","ZA","","SF","710","1948","Present","43309197","1223111","35.40904872901969","Southern Africa","Africa","1","","","","Sub-Saharan Africa","Upper middle income","Less indebted","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","",""
