"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
182,211,"ZAF","South Africa",7,"North West",41,"Ngaka Modiri Molema",182,"Tswaing",NA,"NW382","Local Municipality","Local Municipality","",""
183,211,"ZAF","South Africa",8,"Northern Cape",42,"Frances Baard",183,"Dikgatlong",NA,"NC092","Local Municipality","Local Municipality","",""
184,211,"ZAF","South Africa",8,"Northern Cape",42,"Frances Baard",184,"Magareng",NA,"NC093","Local Municipality","Local Municipality","",""
185,211,"ZAF","South Africa",8,"Northern Cape",42,"Frances Baard",185,"Phokwane",NA,"NC094","Local Municipality","Local Municipality","",""
186,211,"ZAF","South Africa",8,"Northern Cape",42,"Frances Baard",186,"Sol Plaatjie",NA,"NC091","Local Municipality","Local Municipality","",""
187,211,"ZAF","South Africa",8,"Northern Cape",43,"John Taolo Gaetsewe",187,"Ga-Segonyana",NA,"NC452","Local Municipality","Local Municipality","",""
188,211,"ZAF","South Africa",8,"Northern Cape",43,"John Taolo Gaetsewe",188,"Gamagara",NA,"NC453","Local Municipality","Local Municipality","",""
189,211,"ZAF","South Africa",8,"Northern Cape",43,"John Taolo Gaetsewe",189,"Joe Morolong",NA,"NC451","Local Municipality","Local Municipality","",""
190,211,"ZAF","South Africa",8,"Northern Cape",44,"Namakwa",190,"Hantam",NA,"NC065","Local Municipality","Local Municipality","",""
191,211,"ZAF","South Africa",8,"Northern Cape",44,"Namakwa",191,"Kamiesberg",NA,"NC064","Local Municipality","Local Municipality","",""
192,211,"ZAF","South Africa",8,"Northern Cape",44,"Namakwa",192,"Karoo Hoogland",NA,"NC066","Local Municipality","Local Municipality","",""
193,211,"ZAF","South Africa",8,"Northern Cape",44,"Namakwa",193,"Khâi-Ma",NA,"NC067","Local Municipality","Local Municipality","",""
194,211,"ZAF","South Africa",8,"Northern Cape",44,"Namakwa",194,"Nama Khoi",NA,"NC062","Local Municipality","Local Municipality","",""
195,211,"ZAF","South Africa",8,"Northern Cape",44,"Namakwa",195,"Richtersveld",NA,"NC061","Local Municipality","Local Municipality","",""
196,211,"ZAF","South Africa",8,"Northern Cape",45,"Pixley ka Seme",196,"Emthanjeni",NA,"NC073","Local Municipality","Local Municipality","",""
197,211,"ZAF","South Africa",8,"Northern Cape",45,"Pixley ka Seme",197,"Kareeberg",NA,"NC074","Local Municipality","Local Municipality","",""
198,211,"ZAF","South Africa",8,"Northern Cape",45,"Pixley ka Seme",198,"Renosterberg",NA,"NC075","Local Municipality","Local Municipality","",""
199,211,"ZAF","South Africa",8,"Northern Cape",45,"Pixley ka Seme",199,"Siyancuma",NA,"NC078","Local Municipality","Local Municipality","",""
200,211,"ZAF","South Africa",8,"Northern Cape",45,"Pixley ka Seme",200,"Siyathemba",NA,"NC077","Local Municipality","Local Municipality","",""
201,211,"ZAF","South Africa",8,"Northern Cape",45,"Pixley ka Seme",201,"Thembelihle",NA,"NC076","Local Municipality","Local Municipality","",""
202,211,"ZAF","South Africa",8,"Northern Cape",45,"Pixley ka Seme",202,"Ubuntu",NA,"NC071","Local Municipality","Local Municipality","",""
203,211,"ZAF","South Africa",8,"Northern Cape",45,"Pixley ka Seme",203,"Umsobomvu",NA,"NC072","Local Municipality","Local Municipality","",""
204,211,"ZAF","South Africa",8,"Northern Cape",46,"Siyanda",204,"!Kheis",NA,"NC084","Local Municipality","Local Municipality","",""
205,211,"ZAF","South Africa",8,"Northern Cape",46,"Siyanda",205,"//Khara Hais",NA,"NC083","Local Municipality","Local Municipality","",""
206,211,"ZAF","South Africa",8,"Northern Cape",46,"Siyanda",206,"Kai !Garib",NA,"NC082","Local Municipality","Local Municipality","",""
207,211,"ZAF","South Africa",8,"Northern Cape",46,"Siyanda",207,"Kgatelopele",NA,"NC086","Local Municipality","Local Municipality","",""
208,211,"ZAF","South Africa",8,"Northern Cape",46,"Siyanda",208,"Mier",NA,"NC081","Local Municipality","Local Municipality","",""
209,211,"ZAF","South Africa",8,"Northern Cape",46,"Siyanda",209,"Tsantsabane",NA,"NC085","Local Municipality","Local Municipality","",""
210,211,"ZAF","South Africa",9,"Western Cape",47,"Cape Winelands",210,"Breede Valley",NA,"WC025","Local Municipality","Local Municipality","",""
211,211,"ZAF","South Africa",9,"Western Cape",47,"Cape Winelands",211,"Drakenstein",NA,"WC023","Local Municipality","Local Municipality","",""
212,211,"ZAF","South Africa",9,"Western Cape",47,"Cape Winelands",212,"Langeberg",NA,"WC026","Local Municipality","Local Municipality","",""
213,211,"ZAF","South Africa",9,"Western Cape",47,"Cape Winelands",213,"Stellenbosch",NA,"WC024","Local Municipality","Local Municipality","",""
214,211,"ZAF","South Africa",9,"Western Cape",47,"Cape Winelands",214,"Witzenberg",NA,"WC022","Local Municipality","Local Municipality","",""
215,211,"ZAF","South Africa",9,"Western Cape",48,"Central Karoo",215,"Beaufort West",NA,"WC053","Local Municipality","Local Municipality","",""
216,211,"ZAF","South Africa",9,"Western Cape",48,"Central Karoo",216,"Laingsburg",NA,"WC051","Local Municipality","Local Municipality","",""
217,211,"ZAF","South Africa",9,"Western Cape",48,"Central Karoo",217,"Prince Albert",NA,"WC052","Local Municipality","Local Municipality","",""
218,211,"ZAF","South Africa",9,"Western Cape",49,"City of Cape Town",218,"City of Cape Town",NA,"CPT","Metropolitan Municipality","Metropolitan Municipality","",""
219,211,"ZAF","South Africa",9,"Western Cape",50,"Eden",219,"Bitou",NA,"WC047","Local Municipality","Local Municipality","",""
220,211,"ZAF","South Africa",9,"Western Cape",50,"Eden",220,"George",NA,"WC044","Local Municipality","Local Municipality","",""
221,211,"ZAF","South Africa",9,"Western Cape",50,"Eden",221,"Hessequa",NA,"WC042","Local Municipality","Local Municipality","",""
222,211,"ZAF","South Africa",9,"Western Cape",50,"Eden",222,"Kannaland",NA,"WC041","Local Municipality","Local Municipality","",""
223,211,"ZAF","South Africa",9,"Western Cape",50,"Eden",223,"Knysna",NA,"WC048","Local Municipality","Local Municipality","",""
224,211,"ZAF","South Africa",9,"Western Cape",50,"Eden",224,"Mossel Bay",NA,"WC043","Local Municipality","Local Municipality","",""
225,211,"ZAF","South Africa",9,"Western Cape",50,"Eden",225,"Oudtshoorn",NA,"WC045","Local Municipality","Local Municipality","",""
226,211,"ZAF","South Africa",9,"Western Cape",51,"Overberg",226,"Cape Agulhas",NA,"WC033","Local Municipality","Local Municipality","",""
227,211,"ZAF","South Africa",9,"Western Cape",51,"Overberg",227,"Overstrand",NA,"WC032","Local Municipality","Local Municipality","",""
228,211,"ZAF","South Africa",9,"Western Cape",51,"Overberg",228,"Swellendam",NA,"WC034","Local Municipality","Local Municipality","",""
229,211,"ZAF","South Africa",9,"Western Cape",51,"Overberg",229,"Theewaterskloof",NA,"WC031","Local Municipality","Local Municipality","",""
230,211,"ZAF","South Africa",9,"Western Cape",52,"West Coast",230,"Bergrivier",NA,"WC013","Local Municipality","Local Municipality","",""
231,211,"ZAF","South Africa",9,"Western Cape",52,"West Coast",231,"Cederberg",NA,"WC012","Local Municipality","Local Municipality","",""
232,211,"ZAF","South Africa",9,"Western Cape",52,"West Coast",232,"Matzikama",NA,"WC011","Local Municipality","Local Municipality","",""
233,211,"ZAF","South Africa",9,"Western Cape",52,"West Coast",233,"Saldanha Bay",NA,"WC014","Local Municipality","Local Municipality","",""
234,211,"ZAF","South Africa",9,"Western Cape",52,"West Coast",234,"Swartland",NA,"WC015","Local Municipality","Local Municipality","",""
