"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
243,107,"IRN","Iran",29,"West Azarbaijan",243,"Khoy","IR.WA.KH",NA,"","Shahrestan","County","",""
244,107,"IRN","Iran",29,"West Azarbaijan",244,"Mahabad","IR.WA.MB",NA,"","Shahrestan","County","",""
245,107,"IRN","Iran",29,"West Azarbaijan",245,"Maku","IR.WA.MK",NA,"","Shahrestan","County","",""
246,107,"IRN","Iran",29,"West Azarbaijan",246,"Miyandoab","IR.WA.MI",NA,"","Shahrestan","County","",""
247,107,"IRN","Iran",29,"West Azarbaijan",247,"Naqadeh","IR.WA.NA",NA,"","Shahrestan","County","","Naghadeh"
248,107,"IRN","Iran",29,"West Azarbaijan",248,"Orumiyeh","IR.WA.OR",NA,"","Shahrestan","County","","Urmia"
249,107,"IRN","Iran",29,"West Azarbaijan",249,"Oshnaviyeh","IR.WA.OS",NA,"","Shahrestan","County","",""
250,107,"IRN","Iran",29,"West Azarbaijan",250,"Piranshahr","IR.WA.PI",NA,"","Shahrestan","County","",""
251,107,"IRN","Iran",29,"West Azarbaijan",251,"Salmas","IR.WA.SL",NA,"","Shahrestan","County","",""
252,107,"IRN","Iran",29,"West Azarbaijan",252,"Sardasht","IR.WA.SD",NA,"","Shahrestan","County","",""
253,107,"IRN","Iran",29,"West Azarbaijan",253,"Shahindezh","IR.WA.SH",NA,"","Shahrestan","County","",""
254,107,"IRN","Iran",29,"West Azarbaijan",254,"Takab","IR.WA.TA",NA,"","Shahrestan","County","",""
255,107,"IRN","Iran",30,"Yazd",255,"Ardakan","IR.YA.AR",NA,"","Shahrestan","County","",""
256,107,"IRN","Iran",30,"Yazd",256,"Bafq","IR.YA.BA",NA,"","Shahrestan","County","",""
257,107,"IRN","Iran",30,"Yazd",257,"Mehriz","IR.YA.MH",NA,"","Shahrestan","County","","Mehreez"
258,107,"IRN","Iran",30,"Yazd",258,"Meybod","IR.YA.MD",NA,"","Shahrestan","County","","Maybod"
259,107,"IRN","Iran",30,"Yazd",259,"Tabas","IR.YA.TB",NA,"","Shahrestan","County","",""
260,107,"IRN","Iran",30,"Yazd",260,"Taft","IR.YA.TA",NA,"","Shahrestan","County","",""
261,107,"IRN","Iran",30,"Yazd",261,"Yazd","IR.YA.YA",NA,"","Shahrestan","County","",""
262,107,"IRN","Iran",31,"Zanjan",262,"Abhar","IR.ZA.AB",NA,"","Shahrestan","County","",""
263,107,"IRN","Iran",31,"Zanjan",263,"Khodabandeh","IR.ZA.KH",NA,"","Shahrestan","County","",""
264,107,"IRN","Iran",31,"Zanjan",264,"Khorramdarreh","IR.ZA.KR",NA,"","Shahrestan","County","","Khoramdareh"
265,107,"IRN","Iran",31,"Zanjan",265,"Mahneshan","IR.ZA.MA",NA,"","Shahrestan","County","",""
266,107,"IRN","Iran",31,"Zanjan",266,"Tarom","IR.ZA.TA",NA,"","Shahrestan","County","","Abbar"
267,107,"IRN","Iran",31,"Zanjan",267,"Zanjan","IR.ZA.ZA",NA,"","Shahrestan","County","",""
268,107,"IRN","Iran",31,"Zanjan",268,"Zarrinabad","",NA,"","Shahrestan","County","",""
